;;;t;Vin;Vout
;;;-0,00001588;0,576;4,6
;;;-0,00001586;0,568;4,64
;;;-0,00001584;0,568;4,6
;;;-0,00001582;0,56;4,56
;;;-0,0000158;0,568;4,64
;;;-0,00001578;0,56;4,6
;;;-0,00001576;0,56;4,6
;;;-0,00001574;0,56;4,6
;;;-0,00001572;0,56;4,56
;;;-0,0000157;0,568;4,6
;;;-0,00001568;0,568;4,64
;;;-0,00001566;0,56;4,6
;;;-0,00001564;0,568;4,64
;;;-0,00001562;0,568;4,56
;;;-0,0000156;0,568;4,6
;;;-0,00001558;0,568;4,6
;;;-0,00001556;0,568;4,64
;;;-0,00001554;0,56;4,52
;;;-0,00001552;0,56;4,56
;;;-0,0000155;0,576;4,56
;;;-0,00001548;0,56;4,56
;;;-0,00001546;0,56;4,56
;;;-0,00001544;0,568;4,6
;;;-0,00001542;0,56;4,56
;;;-0,0000154;0,568;4,56
;;;-0,00001538;0,56;4,52
;;;-0,00001536;0,576;4,56
;;;-0,00001534;0,568;4,56
;;;-0,00001532;0,56;4,56
;;;-0,0000153;0,576;4,6
;;;-0,00001528;0,568;4,6
;;;-0,00001526;0,576;4,52
;;;-0,00001524;0,568;4,6
;;;-0,00001522;0,568;4,56
;;;-0,0000152;0,568;4,56
;;;-0,00001518;0,56;4,6
;;;-0,00001516;0,568;4,56
;;;-0,00001514;0,568;4,52
;;;-0,00001512;0,56;4,56
;;;-0,0000151;0,576;4,52
;;;-0,00001508;0,568;4,52
;;;-0,00001506;0,568;4,52
;;;-0,00001504;0,576;4,52
;;;-0,00001502;0,568;4,52
;;;-0,000015;0,576;4,52
;;;-0,00001498;0,56;4,52
;;;-0,00001496;0,576;4,56
;;;-0,00001494;0,576;4,52
;;;-0,00001492;0,56;4,52
;;;-0,0000149;0,584;4,6
;;;-0,00001488;0,576;4,48
;;;-0,00001486;0,576;4,52
;;;-0,00001484;0,584;4,56
;;;-0,00001482;0,576;4,52
;;;-0,0000148;0,592;4,56
;;;-0,00001478;0,568;4,48
;;;-0,00001476;0,568;4,48
;;;-0,00001474;0,584;4,52
;;;-0,00001472;0,56;4,52
;;;-0,0000147;0,568;4,52
;;;-0,00001468;0,576;4,52
;;;-0,00001466;0,576;4,52
;;;-0,00001464;0,576;4,48
;;;-0,00001462;0,576;4,52
;;;-0,0000146;0,568;4,48
;;;-0,00001458;0,576;4,48
;;;-0,00001456;0,584;4,52
;;;-0,00001454;0,576;4,52
;;;-0,00001452;0,576;4,48
;;;-0,0000145;0,576;4,48
;;;-0,00001448;0,576;4,52
;;;-0,00001446;0,568;4,52
;;;-0,00001444;0,576;4,56
;;;-0,00001442;0,576;4,48
;;;-0,0000144;0,576;4,44
;;;-0,00001438;0,584;4,48
;;;-0,00001436;0,576;4,48
;;;-0,00001434;0,576;4,48
;;;-0,00001432;0,576;4,48
;;;-0,0000143;0,576;4,48
;;;-0,00001428;0,576;4,48
;;;-0,00001426;0,576;4,44
;;;-0,00001424;0,576;4,48
;;;-0,00001422;0,576;4,48
;;;-0,0000142;0,584;4,48
